News,Headings
امریکی حکام عوام کو آگاہ کر چکے ہیں کہ دھوکے باز لوگ ان کے رشتہ دار بن کر وائس کلونگ کی مدد سے فریب دے سکتے ہیں۔,سائنس
خود الیون لیبز کے بانی کہتے ہیں کہ لوگوں کو یہ سکیھنا ہو گا کہ وہ کم سُنی جانے والی آوازوں یا تصاویر پر کتنا بھروسہ کر سکتے ہیں  کیونکہ امکان یہی ہے کہ یہ مصنوعی ذہانت سے بنایا گیا ہو۔ ,سائنس
ماہرین کہتے ہیں کہ ایسے ٹولز کو مارکیٹ میں لانے سے پہلے یہ سوچا جانا چاہیے کہ معاشرہ اس پر کیا ردِعمل دے گا اور اس کے ممکنہ استعمال کیا ہو سکتے ہیں۔ کیونکہ بہرحال یہ ان ٹیکنالوجیز میں سے ایک ہے جس کے اچھے اور بُرے دونوں استعمال ہو سکتے ہیں۔ ,سائنس
انڈیا میں سوشل میڈیا پر گذشتہ 48 گھنٹے سے داؤد ابراہیم کا نام ٹاپ ٹرینڈز میں شامل ہے اور انھیں ’زہر دیے جانے‘ یا اُن کی ’کراچی میں موت‘ کی غیرمصدقہ خبریں گردش کر رہی ہیں۔,سائنس
اس حوالے سے انڈین سوشل میڈیا اور روایتی مقامی میڈیا کا جائزہ لیا جائے تو جتنے منھ اتنی باتیں کی مثال سچ ثابت ہوتی نظر آتی ہے۔ ,سائنس
داؤد ابراہیم کے حوالے سے ان ٹرینڈز کی ابتدا دراصل دو روز قبل اس وقت ہوئی جب مقامی میڈیا پر انڈیا کو مختلف جرائم میں مطلوب انڈر ورلڈ ڈان داؤد ابراہیم کو زہر دینے جیسی خبروں نے گردش شروع کی۔ یہ غیرمصدقہ دعوے کیے گئے کہ زہر خورانی کے بعد داؤد کراچی کے ایک ہسپتال میں زیر علاج ہیں۔ کراچی کے ہسپتال میں ان کی موجودگی کے کسی دعوے کی تصدیق نہیں ہو سکی اور انڈین میڈیا میں بھی یہ بات صرف دعوؤں تک محدود ہے۔,سائنس
اتوار کی شام پاکستان میں انٹرنیٹ کی جزوی معطلی نے جلتی پر تیل کا کام کیا اور انٹرنیٹ ڈاؤن ہونے کو بھی داؤد ابراہیم کے معاملے سے جوڑ دیا گیا۔,سائنس
ایک معروف انڈین صحافی نے تو یہاں تک لکھا کہ انھیں ان کے ذرائع سے معلوم ہوا ہے کہ ’ابھی اُن (داؤد) کی روح پرواز نہیں کی،‘ جس پر انھیں ٹرولنگ کا سامنا کرنا پڑا۔,سائنس
یاد رہے کہ انڈر ورلڈ ڈان اور ممبئی دھماکوں میں انڈیا کو انتہائی مطلوب داؤد ابراہیم لگ بھگ گذشتہ تین دہائیوں سے انڈین میڈیا کی توجہ کا مرکز رہے ہیں اور اتنے ہی عرصے سے وہ مفرور بھی ہیں۔ ان کے بارے میں انڈیا یہ دعویٰ کرتا ہے کہ وہ پاکستان میں مقیم ہیں تاہم پاکستان نے ہمیشہ اس نوعیت کے الزامات اور دعوؤں کی تردید کی ہے۔,سائنس
انڈین میڈیا نے ’ذرائع‘ کے حوالے سے یہ بھی دعویٰ کیا کہ انھیں سخت حفاظتی انتظامات کے تحت ہسپتال کے ایک فلور پر رکھا گيا ہے جہاں اُن کے علاوہ کوئی دوسرا مریض نہیں ہے اور مخصوص اہلکار اور خاندان کے انتہائی قریبی لوگوں کو ہی ان تک رسائی حاصل ہے۔,سائنس
تاہم انڈین اخبار ’ٹائمز آف انڈیا‘ نے داؤد ابراہیم کے مبینہ معتمد خاص چھوٹا شکیل کے حوالے سے اس خبر کی تردید شائع کرتے ہوئے لکھا ہے کہ ’داؤد بھائی کی موت کی افواہ بے بنیاد ہے۔ وہ سو فیصد فٹ ہیں۔‘,سائنس
ٹائمز آف انڈیا کے مطابق چھوٹا شکیل نے بتایا کہ اُن کے متعلق ’شرپسندانہ مقاصد کے تحت وقتاً فوقتاً افواہیں گردش کرتی رہتی ہیں۔‘,سائنس
گذشتہ تین ہفتے سے مہاراشٹر کی اسمبلی میں بھی داؤد ابراہیم کا نام گونج رہا ہے اور اس کی وجہ ریاستی وزیر گریش مہاجن کی سنہ 2017 کی ایک تصویر ہے جس میں وہ مبینہ طور پر داؤد ابراہیم کے خاندان کے ایک فرد کی شادی میں شریک نظر آ رہے ہیں۔ ,سائنس
اس معاملے کو لے کر حزب اختلاف نے سوموار کو اسمبلی کے سرمائی شیشن کا بائیکاٹ کر دیا اور مطالبہ کیا کہ گریش مہاجن کو برخاست کیا جائے۔,سائنس
اس سے قبل بھارتیہ جنتا پارٹی کے رکن پارلیمان نتیش رانے نے بھی اسمبلی کے فلور پر اس حوالے سے دعوے کیے تھے جس کے بعد مہاراشٹر کے نائب وزیر اعلیٰ دیویندر پھڈنوس نے اس معاملے کی چھان پھٹک کے لیے ایک کمیٹی قائم کر دی ہے۔,سائنس
داؤد ابراہیم کا کسی نہ کسی حوالے سے انڈین میڈیا میں موجود رہنا کوئی نئی بات نہیں اور اُن کی موت سے متعلق دعوے تو کافی پرانے ہیں۔ ,سائنس
سنہ 2020 میں ایسی میڈیا رپورٹس سامنے آئیں جس میں کہا گیا کہ داؤد ابراہیم اور ان کی اہلیہ کووڈ 19 کا شکار ہوئیں اور کورونا ہی کے باعث داؤد ابراہیم کی موت ہو گئی ہے۔  تاہم اس خبر کی تردید داؤد کے بھائی انیس ابراہیم نے یہ کہتے ہوئے کی اُن کی فیملی میں کسی کو بھی کووڈ نہیں ہوا ہے۔ ,سائنس
اس سے قبل سنہ 2017 میں داؤد کو دل کا دورہ پڑنے سے موت کا شکار ہونے کی بات سامنے آئی تھی اور یہ دعویٰ کیا گیا تھا کہ انھیں کراچی کے ایک ہسپتال میں داخل کروایا گیا جہاں ان کی موت ہو گئی۔ سنہ 2017 میں ہی دماغ میں موجود رسولی کے باعث بھی داؤد کی موت کی خبر بھی میڈیا کی زینت بنی۔ ,سائنس
اسی طرح اس سے ایک سال قبل سنہ 2016 میں سوشل میڈیا پر خبر گردش کرنے لگی کہ داؤد ابراہیم کو گینگرین ہوا ہے اور ہائی بلڈ پریشر اور بلڈ شوگر کے نتیجے میں ان کی ٹانگوں کو خون کی فراہمی نہیں ہو پا رہی ہے جس کی وجہ سے ڈاکٹروں کو شاید ان کی ٹانگیں کاٹنا پڑیں اور دعویٰ اس وقت بھی یہی تھا کہ داؤد کراچی میں زیر علاج ہیں۔,سائنس
تاہم یہ سب دعوؤں تک ہی محدود رہا اور کبھی اس ضمن میں کوئی شواہد سامنے نہیں آئے۔,سائنس
داؤد ابراہیم سے متعلق معاملے کو پاکستان میں انٹرنیٹ کی رفتار میں آنے والی کمی نے بھی ہوا دی۔ یاد رہے کہ پاکستان تحریک انصاف نے اتوار کی شب ورچوئل جلسے کا انعقاد کیا تھا اور اسی دورانیے میں پاکستان میں انٹرنیٹ کی سپیڈ میں تعطل آیا تھا۔  تاہم انٹرنیٹ کے اسی مسئلے کو بہت سے انڈین صارفین نے ’داؤد ابراہیم کی موت کو راز‘ رکھنے سے تعبیر کیا۔,سائنس
بہت سے صارفین نے ’نامعلوم افراد کی جانب سے زہر دیے جانے‘ کی بات کہتے ہوئے میمز شیئر کی اور نامعلوم شخص کے طور انڈیا کے وزیر اعظم مودی کی ویڈیو کلپس اور تصاویر شیئر کیں جبکہ بعضے نے انڈیا کے وزیر داخلہ امت شاہ کی تصاویر اور ویڈیوز شیئر کیں۔,سائنس
آریا سنگھ نامی ایک صارف نے لکھا کہ ’ہر انتخاب سے پہلے پاکستان میں مقیم ڈان کے مرنے کی خبر آ جاتی ہے۔۔۔ (ماضی میں) چار بار اعلان ہو چکا ہے کہ داؤد ابراہیم مارا گيا ہے۔ پچھلی بار 2019 کے انتخابات میں مار دیا گیا تھا اب پھر 2024 کے انتخابات سے قبل۔‘,سائنس
خیال رہے کہ انڈیا میں سنہ 2024 میں عام انتخابات ہونے ہیں۔,سائنس
داؤد ابراہیم قانون نافذ کرنے والے ادارے کے ایک اہلکار ابراہیم کاسکر کے گھر پیدا ہوئے لیکن اپنے مستقبل کے لیے انھوں نے قانون شکنی کا راستہ چنا اور ممبئی شہر کے جنوبی حصہ میں واقع ٹمکر سٹریٹ اور محمد علی روڈ کے ایک معمولی بھتہ خور سے جرائم پشہ دنیا کے بے تاج بادشاہ بن گئے۔,سائنس
داؤد کے والد ممبئی پولیس میں ایک کانسٹیبل تھے۔ لیکن ایک فلمی کہانی کی طرح داؤد نے اپنے لیے جرائم کی دنیا کا انتخاب کیا۔,سائنس
ہفتہ وار بھتے کی وصولی کے ساتھ انھوں نے منشیات کا کاروبار شروع کیا اور اپنے مخالفین کو رفتہ رفتہ راستے سے ہٹا کر وہ ممبئی کے ڈان بن گئے۔,سائنس
ابتدا میں ان کا تعلق حاجی مستان اور کریم لالہ سے بھی رہا۔ اسّی کی دہائی میں جرائم کی دنیا میں حاجی مستان کا طوطی بولتا تھا اور انھوں نے داؤد ابراہیم کے سر پر ہاتھ رکھا۔,سائنس
مقامی طور پر وہ اس وقت مشہور ہوئے جب ان پر ممبئی کے دو داداؤں عالم زیب اور امیرزادہ کے قتل میں ملوث ہونے کا الزام عائد کیا گیا۔,سائنس
اسّی کی دہائی میں ممبئی پولیس نے داؤد ابراہیم کو گرفتار کر لیا تاہم بعد میں ضمانت پر رہا ہو کر وہ دبئی فرار ہو گئے۔,سائنس
مبینہ طور پر دبئی میں انھوں نے سونے کی سمگلنگ میں ہاتھ ڈالا، بالی وڈ کی فلمی صنعت میں سرمایا لگایا، اور جائیداد بنانا شروع کیا۔,سائنس
اس وقت تک عام لوگ ان کے نام سے اس قدر واقف نہیں تھے۔ تاہم سال 1993 میں ممبئی میں ہونے والے بارہ دھماکوں کے بعد ان کو اس وقت شہرت ملی جب ممبئی پولیس نے الزام لگایا کہ ان دھماکوں کے پیچھے ٹائیگر میمن اور داؤد ابراہیم کا ہاتھ ہے۔ اس وقت داؤد ابراہم دبئی میں تھے۔,سائنس
کہا جاتا ہے کہ ممبئی میں ان کے دست راست چھوٹا راجن سے ان کے تعلقات انہی دھماکوں کے بعد ختم ہوگئے تھے۔ چھوٹا راجن پر بعد میں تھائی لینڈ میں قاتلانہ حملہ ہوا۔,سائنس
بتایا جاتا ہے کہ داؤد ابراہیم کا نمبر دو ’چھوٹا شکیل‘ ہے جن کے گروہ میں ابو سالم شامل تھے۔ تاہم بعد میں ابو سالم ان سے الگ ہوگئے تھے۔,سائنس
گذشتہ سال پرتگال کی پولیس نےاعلان کیا تھا کہ اس نے ابوسالم کو گرفتار کر لیا ہے۔ بھارتی پولیس کے مطابق ابو سالم بمبئی میں 1993 میں ہونے والے بم دھماکوں کے بڑے ملزم ہیں۔ ان دھماکوں میں دو سو سے زیادہ افراد ہلاک ہوگئے تھے۔,سائنس
داؤدابراہیم کے دیگر قابل اعتماد ساتھیوں میں ان کے بھائی انیس ابراہیم بھی شامل ہیں۔ ان کے ایک اور بھائی اقبال کاسکر کو دبئی پولیس نے بھارت ڈیپورٹ کر دیا تھا جہاں وہ ممبئی جیل میں ہیں۔,سائنس
ممبئی پولیس کے مطابق داؤد ابراہیم اور چھوٹا شکیل کراچی میں رہائش پذیر ہیں۔ پاکستانی حکام نے ہمیشہ ان الزامات کی تردید کی ہے۔,سائنس
کیا آپ کو بھی ایسا محسوس ہوتا ہے کہ جب آپ نہاتے ہیں تو آپ کے بال زیادہ گِرتے ہیں؟ ,سائنس
اس کی بہت سی وجوہات ہو سکتی ہیں جیسا کہ  آپ کون سا شیمپو استعمال کرتے ہیں، کس پانی سے نہاتے ہیں اور آپ کی جلد کی صحت کیسی ہے۔,سائنس
نہاتے ہوئے زیادہ بال کیوں گرتے ہیں، اس کی وجوہات کیا ہو سکتی اور ان کا سدِباب کیسے کیا جائے؟,سائنس
اس تمام بنیادی سوالات کے جواب جاننے کے لیے ہم نے ماہر امراض جلد ڈاکٹر راجندرن سے رابطہ کیا اور انھوں نے ہماری ان سوالوں کے جواب دیے ہیں۔,سائنس
یہ درست نہیں ہے کہ نہانے سے سر کے بالوں کا زیادہ نقصان ہوتا ہے۔,سائنس
لیکن بہرحال اس کا تعلق ہماری ان بعض عادات سے ہو سکتا ہے جو ہم نہاتے ہوئے اپناتے ہیں۔ میڈیکل ریسرچ سے یہ ثابت نہیں ہوتا کہ سر کو دھونے یا نہانے سے بال گرتے ہیں۔,سائنس
ہفتے میں کتنی بار سر دھونا یا نہانا چاہیے اس کا کو مخصوص پیمانہ نہیں ہے اور ہر انفرادی شخص اور اس کے ماحول کے حساب سے یہ مختلف ہو سکتا ہے۔ اگر آپ کے سر کی جلد چکنی ہے یا سر میں زیادہ خشکی ہو تو ہر دوسرے دن نہانا چاہیے۔ ,سائنس
وہ افراد جو روزانہ ورزش کرتے ہیں یا ایسا کام کرتے ہیں جس میں پسینہ زیادہ مقدار میں بہتا ہو تو روزانہ نہانے میں کوئی حرج نہیں ہے۔,سائنس
مردوں کی جلد میں عمومی طور پر  glands sebaceous  یعنی روغنی غدود زیادہ ہوتے ہیں جس کا مطلب یہ ہے کہ ان کے سر میں چکنائی یا تیل کی رطوبت زیادہ ہوتی ہے، چنانچہ انھیں روز نہانے میں کوئی قباحت نہیں ہے۔,سائنس
اپنے سر کو بہت زیادہ گرم یا بہت زیادہ ٹھنڈے پانی سے بچا کر رکھیں اور اس پانی سے نہانا بہتر ہے جو نیم گرم ہو۔ ,سائنس
جیسا کہ آج کل سردیوں کو موسم ہے تو انتہائی تیز گرم پانی سے نہانا یا سر دھونا جلد کے خلیوں کو نقصان پہچانے کا باعث بن سکتا ہے۔,سائنس
کئی ایسے علاقے بھی ہوتے ہیں جہاں کا پانی کھارا یعنی نمکین ہوتا ہے۔ ,سائنس
عمومی طور پر پانی کی اس نوعیت کی وجہ سے بال زیادہ نہیں گرتے۔ اگر آپ نمکین پانی سے سر دھو رہے ہیں تو بہتر ہے کہ نہانے کے بعد پینے کے پانی کی بوتل یا میٹھا پانی اپنے سر پر ڈال لیں۔,سائنس
شاور کے نیچے زیادہ دیر تک کھڑے نہ ہوں۔ کیونکہ ہمارے بالوں میں قدرتی طور پر تیل یا چکنا پن ہوتا ہے اور ضرورت سے زیادہ دیر تک سر کو پانی میں رکھنا یا نہانا اس قدرتی چکنائی یا تیل کو ختم کر دیتا ہے۔ ,سائنس
اپنے بالوں کو صرف اُس وقت تک دھوئیں جب تک صابن یا شیمپو صاف نہ ہو جائے۔,سائنس
ہماری جلد کا پی ایچ 5,سائنس
5 (یعنی تیزابیت) ہے۔ ایسا شیمپو استعمال کرنا بہتر ہے جو تیزابیت کی اسی سطح کے قریب ہو۔ ایسا شیمپو جس میں پی ایچ لیول 5,سائنس
5 سے زیادہ ہو وہ سر اور جلد میں خشکی کا باعث بن سکتا ہے۔کسی بھی شیمپو میں موجود پی ایچ کی مقدار شیمپو کی بوتل پر درج ہوتی ہے۔ اسی لیے شیمپو کا انتخاب کرتے ہوئے اس چیز کو مدنظر رکھیں۔,سائنس
آج کل زیادہ تر لوگ سلفیٹ اور پیرافین فری شیمپو استعمال کرتے ہیں۔ شیمپو بنانے والی کمپنیاں سلفیٹ کا استعمال شیمپو میں جھاگ کو بنانے کے لیے کرتی ہیں۔ ایسا شیمپو استعمال کرنا زیادہ بہتر ہے جس میں زیادہ جھاگ بنانے کی صلاحیت کم ہو یعنی جس میں سلفیٹ کم ہو۔ آپ اپنے امراض جلد کے ماہر یا ڈاکٹر سے اس ضمن میں مشورہ کر کے اپنے جلد کے حساب سے شیمپو تجویز کروا سکتے ہیں۔ ,سائنس
ایسے افراد جنھیں سر  یا جلد میں خشکی جیسے مسائل ہیں ان کے لیے بہتر یہی ہے کہ وہ سلفیٹ اور پیرافین فری شیمپو استعمال کریں، کیونکہ سلفیٹ اور پیرافین بالوں کی جڑوں کو متاثر کر سکتے ہیں۔,سائنس
ہیئر کنڈیشنر کا انتخاب اس بنیاد پر کرنا چاہیے کہ آپ کے سر کی جلد خشک ہے یا چکنی۔ اگر آپ کے بال پہلے ہی کمزور ہیں تو بہتر ہے کہ کنڈیشنر کا استعمال نہ کریں بلکہ  کنڈیشنر کی بجائے سیرم استعمال کیا جا سکتا ہے۔,سائنس
اگر آپ کے سر کی جلد نہانے کے تھوڑی ہی دیر بعد دوبارہ چپچپی ہو جاتی ہے تو اس کا مطلب یہ ہے کہ اس کی جلد چکنی ہے۔ ایسی صورت میں شیمپو اور کنڈیشنر کا انتخاب کریں اور ماہر جلد سے مشورہ کر لیں۔,سائنس
شیمپو کا استعمال صرف بالوں کی جڑوں میں کرنا چاہیے جبکہ  کنڈیشنر بالوں کے لیے ہے،  اسے جڑ پر نہیں لگانا چاہیے۔,سائنس
اگر آپ اینٹی ڈینڈرف شیمپو یا ڈاکٹر کے تجویز کردہ شیمپو استعمال کر رہے ہیں تو اسے دوا کی طرح استعمال کریں۔ پہلے اسے سر کی جلد پر رگڑیں اور پانچ سے دس منٹ کے لیے چھوڑ دیں۔ ہمیں شیمپو یا کنڈیشنر لگا کر اپنے سر کی جلد پر انگلیوں کی مدد سے آہستہ آہستہ مساج کرنا چاہیے۔,سائنس
تولیے کے دھاگے نرم ہونے چاہیں اور بہت زیادہ زور سے سر پر رگڑنا نہیں چاہیے۔ چند افراد نہانے کے بعد انتہائی جارحانہ طریقے سے تولیے کی مدد سے سر کو رگڑتے ہیں۔ یہی وجہ ہے کہ جس کی وجہ سے سر میں موجود بال کمزور ہوتے ہیں یا کمزور بال گرتے ہیں۔,سائنس
زیادہ بہتر یہی ہے کہ تولیے کے استعمال کے بعد سر کو قدرتی ہوا میں خشک ہونے دیں۔ اگر ہیئر ڈرائر کا استعمال کرنا ضروری ہو تو اسے اپنے سر اور بالوں سے فاصلے پر رکھ کر کریں اور اس دوران زیادہ گرم ہوا کا استعمال نہ کریں۔ ,سائنس
نہانے کے فوراً بعد برش کرنے سے گریز کریں۔ نہانے کے بعد چند لوگوں کے بال پہلے ہی کمزور ہو جاتے ہیں اور برس کرنے سے انھیں نقصان پہنچ سکتا ہے۔  بالوں کو مکمل طور پر خشک ہونے کے بعد ہی برش کریں۔اور برش کرنے سے قبل اگر آپ کے بال الجھے ہوئے ہیں تو بجائے برش سے انھیں سلجھانے کے انگلیوں کی مدد سے یہ کام کریں۔,سائنس
ہمارے سر کا ہر بال نوے دن کے سائیکل کے حساب سے بڑھتا ہے۔ بال بڑھتے ہیں، کمزور ہوتے ہیں اور گر جاتے ہیں اور ان کی جگہ نئے بال لے لیتے ہیں اور اس طرح یہ سلسلہ جاری رہتا ہے۔ اسی طرح روزانہ اگر معمول کی مقدار سے زیادہ بال گر رہے ہوں تو ڈاکٹر سے رجوع کریں اور وجہ معلوم کریں۔,سائنس
اگر سر میں خشکی ہو تو اسے ہاتھوں سے یا رگڑ کر نہیں اتارنا چاہیے۔اگر آپ اسے اس طریقے سے دور کرنے کی کوشش کریں گے تو یہ بڑھ جائے گی۔ خشکی کا کوئی مستقل علاج نہیں ہے۔ ,سائنس
جو لوگ بہت زیادہ چینی کھاتے ہیں، تمباکو نوشی کرتے ہیں اور ڈیری مصنوعات کھاتے ہیں وہ بھی بالوں کے گرنے کا شکار ہوتے ہیں۔ بہت سے مطالعات سے پتہ چلتا ہے کہ ڈیری مصنوعات کا زیادہ استعمال خشکی اور بالوں کی کثافت کو کم کرنے کا باعث بن سکتا ہے۔ جم کرنے والے افراد عموما پروٹین کا استعمال کرتے ہیں جو بالوں کی کثافت کو کم کر سکتا ہے۔ ,سائنس
خواتین میں آئرن کی کمی بھی بال گرنے کا باعث ہو سکتی ہے۔ وٹامن ڈی کی کمی بالوں کے گرنے کا سبب بھی بن سکتی ہے۔ تھائیرائیڈ کا مسئلہ بھی اس کی وجہ ہو سکتا ہے۔ وٹامن B12 کی کمی بھی بال گرنے کا باعث ہو سکتی ہے۔,سائنس
اگر آپ میں ان چیزوں کی کمی ہے تو  ان غذائی اجزا کو پورا کرنے کے لیے ڈاکٹر کے مشورے سے سپلیمنٹس لیں۔,سائنس
گری دار میوے اور بیج بالوں کی صحت کے لیے بہتر ہوتے ہیں۔ کدو کے بیج، بادام اور کاجو بھی بالوں کی صحت کے لیے مفید ہوتے ہیں۔ انڈے بھی ایک اچھا پروٹین فوڈ ہیں اور بالوں کی صحت کے لیے انڈے کی زردی سے پرہیز نہیں کرنا چاہیے۔,سائنس
وقت سے متعلق آپ کیا سوچتے ہیں؟ گھڑیوں کی آپ کی نظر میں اہمیت کیا ہے؟ کیا گھڑی کے بنا زندگی کا تصور ممکن ہے؟,سائنس
ان سوالوں کا کوئی مختصر جواب دینا مشکل ہو سکتا ہے۔ ,سائنس
اس لیے ہم نے آپ کے لیے وقت کی انسانی زندگی میں اہمیت سے جڑے 11 حقائق تحریر کیے ہیں: ,سائنس
وقت کو اکثر ایک سیدھی لکیر کے طور پر تصور کیا جاتا ہے مگر یہ لائن جو سیدھی لکیر تصور کی جاتی ہے یہ جاتی کہاں ہے؟ اس کی سمت کیا ہے؟,سائنس
لیکن یہ جو بات ہم تصور کر رہے ہیں کہ وہ ہو ہی نہ تو یعنی کوئی لائن ہو ہی نہ۔,سائنس
اب کہا یہ جاتا ہے کہ ان تمام سوالات کے جواب کا انحصار اس بات پر ہے کہ آپ کون سی زبان بولتے ہیں۔,سائنس
وقت کے بارے میں سوچنے اور سمجھنے یا تفہیم اس زبان سے بہت زیادہ متاثر ہوتی ہے جو ہم استعمال کرتے ہیں۔,سائنس
مثال کے طور پر، انگریزی بولنے والے وقت کو آگے یا پیچھے سمجھتے ہیں۔,سائنس
انگریزی بولنے والے مستقبل کا ذکر کرتے ہوئے ہاتھ سے آگے کی جانب اشارہ کرتے ہیں اور جب وہ ماضی کا ذکر کرتے ہیں تو اُن کے ہاتھ کا اشارہ پیچھے کی جانب ہوتا ہے۔,سائنس
وقت کو افق پر دائیں سے بائیں تک پھیلی سیدھی لکیر کے طور پر بھی سمجھا جاتا ہے۔,سائنس
چین میں رہنے والے اور چائنیز زبان بولنے والے وقت کو ایک اوپر سے نیچے جانے والی لائن کے طور پر دیکھتے ہیں، نہ صرف یہ بلکہ تصور یہ بھی کیا جاتا ہے کہ اس اوپر سے نیچے آنے والی لائن کی تہہ میں مستقبل ہے۔,سائنس
یونانیوں نے وقت کو لمبائی میں نہیں بلکہ سہہ جہتی سمجھا۔اسی طرح آسٹریلیا کا ایک قبیلہ وقت کو مشرق اور مغرب سمجھتا ہے۔,سائنس
اس کے علاوہ، ہماری زبان وقت گزرنے کے بارے میں ہماری تفہیم کا تعین کرتی ہے۔ ہمیں یاد ہے کہ کوئی اپنے حال کے بارے میں کیا کہتا ہے اس سے بہتر کہ وہ اپنے ماضی کے بارے میں کیا کہتا ہے۔,سائنس
جب آپ ان الفاظ کو پڑھ رہے ہوں گے تو اب اسے سمجھنا بہت آسان ہو گا لیکن ایسا نہیں۔,سائنس
مثال کے طور پر اس شخص کے بارے میں سوچیں جو آپ کے سامنے میز کے دوسری طرف بیٹھا ہے اور بول رہا ہے۔,سائنس
ان کے اشارے ان کے الفاظ سے پہلے آپ تک پہنچ جاتے ہیں کیونکہ روشنی آواز سے زیادہ تیزی سے سفر کرتی ہے۔ہمارا دماغ ان دونوں کو جوڑتا ہے۔,سائنس
اسی وجہ سے ہم سمجھتے ہیں کہ جب کسی شخص کے ہونٹ ہلتے نظر آتے ہیں تو وہ تبھی بول رہا ہوتا ہے۔,سائنس
جب ہونٹ ہل رہے ہوتے ہیں تو ہم سب سے پہلے دیکھتے ہیں لیکن یہ وقت کے بارے میں سب سے عجیب بات نہیں۔,سائنس
ہم اپنے ہاتھوں کی مدد سے گھڑی کی ٹک ٹک کی گنتی کرتے ہیں۔ اب زرا یہ گمان کریں کے یہ ٹک ٹک ہے کیا تو جناب یہ ٹک ٹک آپ کے دل کی دھڑکن ہے۔,سائنس
وقت اور ہمارے وجود کی بات کرتے ہیں تو یہ گھڑی کی ٹک ٹک اور ہمارے دل کی دھک دھک ایک ساتھ چلتے ہیں۔,سائنس
ایک اندھیری غار میں لیٹا ہوا شخص بھی دنیا اور گھڑیوں سے چاہے جتنا ہی دور کیوں نہ ہو مگر وہ اپنی اس جسمانی گھڑی کے زیر اثر ہوتا ہے۔,سائنس
ہولی اینڈرسن سائمن فریزر یونیورسٹی، برٹش کولمبیا میں سائنس، فلسفے اور میٹا فیزکس کا مطالعہ کرتی ہیں۔ ان کا کہنا ہے کہ ’اگر ہم وقت کا ٹریک کھو دیں گے تو اس سے ہمارے اپنے بارے میں تصور متاثر ہوگا۔‘,سائنس
ان کا ماننا ہے کہ ’اگر وقت کی سمجھ نہ ہو اور ہم وقت گزرنے کو محسوس نہ کریں تو ہم کچھ بھی محسوس نہیں کریں گے۔‘,سائنس
سوچیں کہ وقت گزرنے کی وجہ سے آج آپ کیا ہیں۔ آپ کی شخصیت وقت کے ساتھ تشکیل پاتی ہے۔,سائنس
آپ کی شخصیت یادوں کے مجموعے کے سوا کچھ نہیں۔,سائنس
سائنسدان وقت کی پیمائش کرنے کے لیے بہت محنت کرتے ہیں۔ وہ گزرنے والے لمحات، منٹوں، گھنٹوں پر نظر رکھنے کے لیے جدید ترین ٹکنالوجی کا استعمال کرتے ہیں۔,سائنس
اگرچہ ان کی ایٹمی گھڑیاں بہت درست ہیں لیکن پھر بھی وہ وقت کی مکمل پیمائش کرنے کے قابل نہیں۔,سائنس
زمین پر کوئی بھی گھڑی صحیح طریقے سے وقت کی پیمائش نہیں کر سکتی۔ اب یہ طے کرنے کا عمل کہ یہ کون سا وقت ہے بہت سی گھڑیوں پر مشتمل ہے۔,سائنس
اسی طرح دنیا کے وقت کا حساب لگایا جاتا ہے۔,سائنس
قومی لیبارٹریاں پیرس (فرانس) میں بین الاقوامی ادارہ برائے وزن اور پیمائش کو اپنی ریڈنگ بھیجتی ہیں۔ وہاں ان ریڈنگز کی اوسط کا حساب لگایا جاتا ہے۔,سائنس
بس یاد رکھنے کی بات یہ ہے کہ وقت ایک انسانی ایجاد ہے۔,سائنس
وقت کے بارے میں ہماری سوچ سمجھ یا تفہیم بہت سے عوامل سے تشکیل پاتی ہے، جیسے ہمارا شعور، ارتکاز، معنی، اور سمجھ کہ ہم موجود ہیں۔,سائنس
وقت کے بارے میں ہمارا ادراک ہمیں اپنی ذہنی حقیقت سے منسلک رکھتا ہے۔,سائنس
ہماری زندگی نہ صرف وقت کے ساتھ شروع ہوتی ہے بلکہ اس کے ساتھ جاری بھی رہتی ہے۔ ہم صرف وقت کے ذریعے زندگی کو محسوس کرتے ہیں اور لطف اندوز کرتے ہیں۔,سائنس
اس کا ایک فائدہ یہ بھی ہے کہ ہم محسوس کرتے ہیں کہ ہماری زندگی پر ہمارا کچھ کنٹرول ہے۔,سائنس
مثال کے طور پر، اگر آپ نہیں چاہتے کہ آپ کی زندگی جلد بازی میں گزر جائے تو، ایک حل ہے اور وہ یہ کہ اپنی زندگی میں جدت کو جگہ دینے کی ضرورت ہوتی ہے۔,سائنس
تحقیق سے پتا چلا ہے کہ اسی طرح، بعض اوقات معمول کی زندگی بہت تیزی سے گزرتی نظر آتی ہے۔,سائنس
اس کے مقابلے میں اگر آپ زندگی میں جدت کو برقرار رکھیں گے تو زندگی لمحہ بہ لمحہ پرسکون طریقے سے گزرنا شروع ہو جائے گی۔,سائنس
وقت گزرتا دکھائی نہیں دے گا۔,سائنس
ایک معاملہ یہ بھی ہے کہ آنے والی صدی اکثر ایک طویل دور لگ سکتی ہے۔,سائنس
اب بھی بہت سے لوگ ایسے ہیں جو شاید 2099 کا نیا سال دیکھیں گے۔ 2023 میں پیدا ہونے والا بچہ اس وقت 70 سال کی عمر میں ہو گا۔,سائنس
ہم ماضی اور مستقبل سے اس سے کہیں زیادہ جڑے ہوئے ہیں جتنا ہم تصور کرتے ہیں۔,سائنس
